"TIME","GEO","GEO_LABEL","AGE","SEX","Value","Flag and Footnotes"
"2004","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","15 years or over","Total","13.5",""
"2005","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","15 years or over","Total","16.3",""
"2006","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","15 years or over","Total","17.6",""
"2007","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","15 years or over","Total","17.1",""
"2008","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","15 years or over","Total","15.9",""
"2009","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","15 years or over","Total","15.7",""
"2010","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","15 years or over","Total","17.3",""
"2011","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","15 years or over","Total","16.9",""
"2012","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","15 years or over","Total","17.4",""
"2013","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","15 years or over","Total","19.2",""
"2004","BE21","Prov. Antwerpen","15 years or over","Total","5.3",""
"2005","BE21","Prov. Antwerpen","15 years or over","Total","6.2",""
"2006","BE21","Prov. Antwerpen","15 years or over","Total","5.7",""
"2007","BE21","Prov. Antwerpen","15 years or over","Total","5.0",""
"2008","BE21","Prov. Antwerpen","15 years or over","Total","4.6",""
"2009","BE21","Prov. Antwerpen","15 years or over","Total","5.7",""
"2010","BE21","Prov. Antwerpen","15 years or over","Total","6.0",""
"2011","BE21","Prov. Antwerpen","15 years or over","Total","5.7",""
"2012","BE21","Prov. Antwerpen","15 years or over","Total","5.3",""
"2013","BE21","Prov. Antwerpen","15 years or over","Total","6.2",""
"2004","BE22","Prov. Limburg (BE)","15 years or over","Total","5.9",""
"2005","BE22","Prov. Limburg (BE)","15 years or over","Total","7.1",""
"2006","BE22","Prov. Limburg (BE)","15 years or over","Total","6.2",""
"2007","BE22","Prov. Limburg (BE)","15 years or over","Total","5.3",""
"2008","BE22","Prov. Limburg (BE)","15 years or over","Total","4.4",""
"2009","BE22","Prov. Limburg (BE)","15 years or over","Total","5.4",""
"2010","BE22","Prov. Limburg (BE)","15 years or over","Total","5.3",""
"2011","BE22","Prov. Limburg (BE)","15 years or over","Total","4.6",""
"2012","BE22","Prov. Limburg (BE)","15 years or over","Total","4.7",""
"2013","BE22","Prov. Limburg (BE)","15 years or over","Total","5.5",""
"2004","BE23","Prov. Oost-Vlaanderen","15 years or over","Total","4.1",""
"2005","BE23","Prov. Oost-Vlaanderen","15 years or over","Total","4.9",""
"2006","BE23","Prov. Oost-Vlaanderen","15 years or over","Total","4.5",""
"2007","BE23","Prov. Oost-Vlaanderen","15 years or over","Total","4.8",""
"2008","BE23","Prov. Oost-Vlaanderen","15 years or over","Total","3.6",""
"2009","BE23","Prov. Oost-Vlaanderen","15 years or over","Total","4.2",""
"2010","BE23","Prov. Oost-Vlaanderen","15 years or over","Total","5.2",""
"2011","BE23","Prov. Oost-Vlaanderen","15 years or over","Total","3.8",""
"2012","BE23","Prov. Oost-Vlaanderen","15 years or over","Total","4.1",""
"2013","BE23","Prov. Oost-Vlaanderen","15 years or over","Total","4.0",""
"2004","BE24","Prov. Vlaams-Brabant","15 years or over","Total","4.4",""
"2005","BE24","Prov. Vlaams-Brabant","15 years or over","Total","4.4",""
"2006","BE24","Prov. Vlaams-Brabant","15 years or over","Total","4.2",""
"2007","BE24","Prov. Vlaams-Brabant","15 years or over","Total","3.4",""
"2008","BE24","Prov. Vlaams-Brabant","15 years or over","Total","4.2",""
"2009","BE24","Prov. Vlaams-Brabant","15 years or over","Total","4.9",""
"2010","BE24","Prov. Vlaams-Brabant","15 years or over","Total","4.8",""
"2011","BE24","Prov. Vlaams-Brabant","15 years or over","Total","3.5",""
"2012","BE24","Prov. Vlaams-Brabant","15 years or over","Total","4.4",""
"2013","BE24","Prov. Vlaams-Brabant","15 years or over","Total","5.5",""
"2004","BE25","Prov. West-Vlaanderen","15 years or over","Total","3.2",""
"2005","BE25","Prov. West-Vlaanderen","15 years or over","Total","4.7",""
"2006","BE25","Prov. West-Vlaanderen","15 years or over","Total","4.2",""
"2007","BE25","Prov. West-Vlaanderen","15 years or over","Total","3.0",""
"2008","BE25","Prov. West-Vlaanderen","15 years or over","Total","2.7",""
"2009","BE25","Prov. West-Vlaanderen","15 years or over","Total","4.3",""
"2010","BE25","Prov. West-Vlaanderen","15 years or over","Total","3.8",""
"2011","BE25","Prov. West-Vlaanderen","15 years or over","Total","3.2",""
"2012","BE25","Prov. West-Vlaanderen","15 years or over","Total","3.9",""
"2013","BE25","Prov. West-Vlaanderen","15 years or over","Total","3.9",""
"2004","BE31","Prov. Brabant Wallon","15 years or over","Total","7.0",""
"2005","BE31","Prov. Brabant Wallon","15 years or over","Total","9.0",""
"2006","BE31","Prov. Brabant Wallon","15 years or over","Total","7.6",""
"2007","BE31","Prov. Brabant Wallon","15 years or over","Total","7.0",""
"2008","BE31","Prov. Brabant Wallon","15 years or over","Total","6.5",""
"2009","BE31","Prov. Brabant Wallon","15 years or over","Total","6.9",""
"2010","BE31","Prov. Brabant Wallon","15 years or over","Total","8.3",""
"2011","BE31","Prov. Brabant Wallon","15 years or over","Total","6.7",""
"2012","BE31","Prov. Brabant Wallon","15 years or over","Total","7.0",""
"2013","BE31","Prov. Brabant Wallon","15 years or over","Total","8.2",""
"2004","BE32","Prov. Hainaut","15 years or over","Total","12.5",""
"2005","BE32","Prov. Hainaut","15 years or over","Total","14.0",""
"2006","BE32","Prov. Hainaut","15 years or over","Total","14.4",""
"2007","BE32","Prov. Hainaut","15 years or over","Total","12.8",""
"2008","BE32","Prov. Hainaut","15 years or over","Total","11.6",""
"2009","BE32","Prov. Hainaut","15 years or over","Total","13.2",""
"2010","BE32","Prov. Hainaut","15 years or over","Total","13.9",""
"2011","BE32","Prov. Hainaut","15 years or over","Total","11.7",""
"2012","BE32","Prov. Hainaut","15 years or over","Total","12.1",""
"2013","BE32","Prov. Hainaut","15 years or over","Total","13.2",""
"2004","BE33","Prov. Liège","15 years or over","Total","13.0",""
"2005","BE33","Prov. Liège","15 years or over","Total","11.9",""
"2006","BE33","Prov. Liège","15 years or over","Total","11.5",""
"2007","BE33","Prov. Liège","15 years or over","Total","10.9",""
"2008","BE33","Prov. Liège","15 years or over","Total","10.5",""
"2009","BE33","Prov. Liège","15 years or over","Total","12.1",""
"2010","BE33","Prov. Liège","15 years or over","Total","11.5",""
"2011","BE33","Prov. Liège","15 years or over","Total","9.5",""
"2012","BE33","Prov. Liège","15 years or over","Total","10.7",""
"2013","BE33","Prov. Liège","15 years or over","Total","11.7",""
"2004","BE34","Prov. Luxembourg (BE)","15 years or over","Total","7.1","u"
"2005","BE34","Prov. Luxembourg (BE)","15 years or over","Total","7.9",""
"2006","BE34","Prov. Luxembourg (BE)","15 years or over","Total","7.7",""
"2007","BE34","Prov. Luxembourg (BE)","15 years or over","Total","6.8",""
"2008","BE34","Prov. Luxembourg (BE)","15 years or over","Total","7.7",""
"2009","BE34","Prov. Luxembourg (BE)","15 years or over","Total","7.4",""
"2010","BE34","Prov. Luxembourg (BE)","15 years or over","Total","7.5",""
"2011","BE34","Prov. Luxembourg (BE)","15 years or over","Total","6.2",""
"2012","BE34","Prov. Luxembourg (BE)","15 years or over","Total","7.6",""
"2013","BE34","Prov. Luxembourg (BE)","15 years or over","Total","7.9",""
"2004","BE35","Prov. Namur","15 years or over","Total","7.8",""
"2005","BE35","Prov. Namur","15 years or over","Total","10.4",""
"2006","BE35","Prov. Namur","15 years or over","Total","10.6",""
"2007","BE35","Prov. Namur","15 years or over","Total","8.5",""
"2008","BE35","Prov. Namur","15 years or over","Total","8.8",""
"2009","BE35","Prov. Namur","15 years or over","Total","9.4",""
"2010","BE35","Prov. Namur","15 years or over","Total","9.6",""
"2011","BE35","Prov. Namur","15 years or over","Total","8.0",""
"2012","BE35","Prov. Namur","15 years or over","Total","7.3",""
"2013","BE35","Prov. Namur","15 years or over","Total","10.4",""
"2004","BG31","Severozapaden","15 years or over","Total","12.5",""
"2005","BG31","Severozapaden","15 years or over","Total","12.6",""
"2006","BG31","Severozapaden","15 years or over","Total","11.0",""
"2007","BG31","Severozapaden","15 years or over","Total","9.0",""
"2008","BG31","Severozapaden","15 years or over","Total","7.1",""
"2009","BG31","Severozapaden","15 years or over","Total","8.0",""
"2010","BG31","Severozapaden","15 years or over","Total","11.0",""
"2011","BG31","Severozapaden","15 years or over","Total","12.8",""
"2012","BG31","Severozapaden","15 years or over","Total","12.3",""
"2013","BG31","Severozapaden","15 years or over","Total","14.0",""
"2004","BG32","Severen tsentralen","15 years or over","Total","14.8",""
"2005","BG32","Severen tsentralen","15 years or over","Total","12.5",""
"2006","BG32","Severen tsentralen","15 years or over","Total","13.5",""
"2007","BG32","Severen tsentralen","15 years or over","Total","10.7",""
"2008","BG32","Severen tsentralen","15 years or over","Total","8.5",""
"2009","BG32","Severen tsentralen","15 years or over","Total","8.4",""
"2010","BG32","Severen tsentralen","15 years or over","Total","11.5",""
"2011","BG32","Severen tsentralen","15 years or over","Total","12.8",""
"2012","BG32","Severen tsentralen","15 years or over","Total","14.3",""
"2013","BG32","Severen tsentralen","15 years or over","Total","15.3",""
"2004","BG33","Severoiztochen","15 years or over","Total","17.7",""
"2005","BG33","Severoiztochen","15 years or over","Total","12.1",""
"2006","BG33","Severoiztochen","15 years or over","Total","11.0",""
"2007","BG33","Severoiztochen","15 years or over","Total","10.8",""
"2008","BG33","Severoiztochen","15 years or over","Total","8.6",""
"2009","BG33","Severoiztochen","15 years or over","Total","10.4",""
"2010","BG33","Severoiztochen","15 years or over","Total","14.5",""
"2011","BG33","Severoiztochen","15 years or over","Total","15.4",""
"2012","BG33","Severoiztochen","15 years or over","Total","18.2",""
"2013","BG33","Severoiztochen","15 years or over","Total","16.8",""
"2004","BG34","Yugoiztochen","15 years or over","Total","13.1",""
"2005","BG34","Yugoiztochen","15 years or over","Total","8.3",""
"2006","BG34","Yugoiztochen","15 years or over","Total","8.1",""
"2007","BG34","Yugoiztochen","15 years or over","Total","6.5",""
"2008","BG34","Yugoiztochen","15 years or over","Total","5.8",""
"2009","BG34","Yugoiztochen","15 years or over","Total","6.6",""
"2010","BG34","Yugoiztochen","15 years or over","Total","10.6",""
"2011","BG34","Yugoiztochen","15 years or over","Total","11.5",""
"2012","BG34","Yugoiztochen","15 years or over","Total","11.9",""
"2013","BG34","Yugoiztochen","15 years or over","Total","13.0",""
"2004","BG41","Yugozapaden","15 years or over","Total","9.3",""
"2005","BG41","Yugozapaden","15 years or over","Total","7.6",""
"2006","BG41","Yugozapaden","15 years or over","Total","6.5",""
"2007","BG41","Yugozapaden","15 years or over","Total","3.9",""
"2008","BG41","Yugozapaden","15 years or over","Total","2.9",""
"2009","BG41","Yugozapaden","15 years or over","Total","4.1",""
"2010","BG41","Yugozapaden","15 years or over","Total","6.8",""
"2011","BG41","Yugozapaden","15 years or over","Total","7.5",""
"2012","BG41","Yugozapaden","15 years or over","Total","8.2",""
"2013","BG41","Yugozapaden","15 years or over","Total","9.8",""
"2004","BG42","Yuzhen tsentralen","15 years or over","Total","9.7",""
"2005","BG42","Yuzhen tsentralen","15 years or over","Total","11.0",""
"2006","BG42","Yuzhen tsentralen","15 years or over","Total","8.2",""
"2007","BG42","Yuzhen tsentralen","15 years or over","Total","5.6",""
"2008","BG42","Yuzhen tsentralen","15 years or over","Total","5.1",""
"2009","BG42","Yuzhen tsentralen","15 years or over","Total","7.3",""
"2010","BG42","Yuzhen tsentralen","15 years or over","Total","11.4",""
"2011","BG42","Yuzhen tsentralen","15 years or over","Total","12.9",""
"2012","BG42","Yuzhen tsentralen","15 years or over","Total","13.8",""
"2013","BG42","Yuzhen tsentralen","15 years or over","Total","13.5",""
"2004","CZ01","Praha","15 years or over","Total","3.9",""
"2005","CZ01","Praha","15 years or over","Total","3.5",""
"2006","CZ01","Praha","15 years or over","Total","2.8",""
"2007","CZ01","Praha","15 years or over","Total","2.4",""
"2008","CZ01","Praha","15 years or over","Total","1.9",""
"2009","CZ01","Praha","15 years or over","Total","3.1",""
"2010","CZ01","Praha","15 years or over","Total","3.7",""
"2011","CZ01","Praha","15 years or over","Total","3.6",""
"2012","CZ01","Praha","15 years or over","Total","3.1",""
"2013","CZ01","Praha","15 years or over","Total","3.1",""
"2004","CZ02","Strední Cechy","15 years or over","Total","5.4",""
"2005","CZ02","Strední Cechy","15 years or over","Total","5.2",""
"2006","CZ02","Strední Cechy","15 years or over","Total","4.6",""
"2007","CZ02","Strední Cechy","15 years or over","Total","3.4",""
"2008","CZ02","Strední Cechy","15 years or over","Total","2.6",""
"2009","CZ02","Strední Cechy","15 years or over","Total","4.4",""
"2010","CZ02","Strední Cechy","15 years or over","Total","5.2",""
"2011","CZ02","Strední Cechy","15 years or over","Total","5.1",""
"2012","CZ02","Strední Cechy","15 years or over","Total","4.6",""
"2013","CZ02","Strední Cechy","15 years or over","Total","5.2",""
"2004","CZ03","Jihozápad","15 years or over","Total","5.8",""
"2005","CZ03","Jihozápad","15 years or over","Total","5.1",""
"2006","CZ03","Jihozápad","15 years or over","Total","4.9",""
"2007","CZ03","Jihozápad","15 years or over","Total","3.5",""
"2008","CZ03","Jihozápad","15 years or over","Total","3.1",""
"2009","CZ03","Jihozápad","15 years or over","Total","5.2",""
"2010","CZ03","Jihozápad","15 years or over","Total","5.6",""
"2011","CZ03","Jihozápad","15 years or over","Total","5.3",""
"2012","CZ03","Jihozápad","15 years or over","Total","5.3",""
"2013","CZ03","Jihozápad","15 years or over","Total","5.2",""
"2004","CZ04","Severozápad","15 years or over","Total","12.1",""
"2005","CZ04","Severozápad","15 years or over","Total","13.5",""
"2006","CZ04","Severozápad","15 years or over","Total","12.8",""
"2007","CZ04","Severozápad","15 years or over","Total","9.5",""
"2008","CZ04","Severozápad","15 years or over","Total","7.8",""
"2009","CZ04","Severozápad","15 years or over","Total","10.3",""
"2010","CZ04","Severozápad","15 years or over","Total","11.1",""
"2011","CZ04","Severozápad","15 years or over","Total","9.5",""
"2012","CZ04","Severozápad","15 years or over","Total","10.7",""
"2013","CZ04","Severozápad","15 years or over","Total","9.6",""
"2004","CZ05","Severovýchod","15 years or over","Total","6.7",""
"2005","CZ05","Severovýchod","15 years or over","Total","5.6",""
"2006","CZ05","Severovýchod","15 years or over","Total","6.1",""
"2007","CZ05","Severovýchod","15 years or over","Total","4.8",""
"2008","CZ05","Severovýchod","15 years or over","Total","4.0",""
"2009","CZ05","Severovýchod","15 years or over","Total","7.3",""
"2010","CZ05","Severovýchod","15 years or over","Total","7.0",""
"2011","CZ05","Severovýchod","15 years or over","Total","6.6",""
"2012","CZ05","Severovýchod","15 years or over","Total","8.0",""
"2013","CZ05","Severovýchod","15 years or over","Total","8.3",""
"2004","CZ06","Jihovýchod","15 years or over","Total","7.9",""
"2005","CZ06","Jihovýchod","15 years or over","Total","7.7",""
"2006","CZ06","Jihovýchod","15 years or over","Total","7.1",""
"2007","CZ06","Jihovýchod","15 years or over","Total","5.2",""
"2008","CZ06","Jihovýchod","15 years or over","Total","4.0",""
"2009","CZ06","Jihovýchod","15 years or over","Total","6.5",""
"2010","CZ06","Jihovýchod","15 years or over","Total","7.5",""
"2011","CZ06","Jihovýchod","15 years or over","Total","7.2",""
"2012","CZ06","Jihovýchod","15 years or over","Total","7.6",""
"2013","CZ06","Jihovýchod","15 years or over","Total","6.8",""
"2004","CZ07","Strední Morava","15 years or over","Total","9.9",""
"2005","CZ07","Strední Morava","15 years or over","Total","9.7",""
"2006","CZ07","Strední Morava","15 years or over","Total","7.6",""
"2007","CZ07","Strední Morava","15 years or over","Total","5.9",""
"2008","CZ07","Strední Morava","15 years or over","Total","4.9",""
"2009","CZ07","Strední Morava","15 years or over","Total","7.5",""
"2010","CZ07","Strední Morava","15 years or over","Total","8.8",""
"2011","CZ07","Strední Morava","15 years or over","Total","7.6",""
"2012","CZ07","Strední Morava","15 years or over","Total","7.5",""
"2013","CZ07","Strední Morava","15 years or over","Total","8.0",""
"2004","CZ08","Moravskoslezsko","15 years or over","Total","14.6",""
"2005","CZ08","Moravskoslezsko","15 years or over","Total","13.9",""
"2006","CZ08","Moravskoslezsko","15 years or over","Total","12.0",""
"2007","CZ08","Moravskoslezsko","15 years or over","Total","8.5",""
"2008","CZ08","Moravskoslezsko","15 years or over","Total","7.4",""
"2009","CZ08","Moravskoslezsko","15 years or over","Total","9.7",""
"2010","CZ08","Moravskoslezsko","15 years or over","Total","10.2",""
"2011","CZ08","Moravskoslezsko","15 years or over","Total","9.3",""
"2012","CZ08","Moravskoslezsko","15 years or over","Total","9.5",""
"2013","CZ08","Moravskoslezsko","15 years or over","Total","9.9",""
"2004","DK01","Hovedstaden","15 years or over","Total",":",""
"2005","DK01","Hovedstaden","15 years or over","Total",":",""
"2006","DK01","Hovedstaden","15 years or over","Total",":",""
"2007","DK01","Hovedstaden","15 years or over","Total","4.3",""
"2008","DK01","Hovedstaden","15 years or over","Total","3.7",""
"2009","DK01","Hovedstaden","15 years or over","Total","6.2",""
"2010","DK01","Hovedstaden","15 years or over","Total","7.9",""
"2011","DK01","Hovedstaden","15 years or over","Total","8.1",""
"2012","DK01","Hovedstaden","15 years or over","Total","8.2",""
"2013","DK01","Hovedstaden","15 years or over","Total","7.4",""
"2004","DK02","Sjælland","15 years or over","Total",":",""
"2005","DK02","Sjælland","15 years or over","Total",":",""
"2006","DK02","Sjælland","15 years or over","Total",":",""
"2007","DK02","Sjælland","15 years or over","Total","3.6",""
"2008","DK02","Sjælland","15 years or over","Total","3.4",""
"2009","DK02","Sjælland","15 years or over","Total","5.3",""
"2010","DK02","Sjælland","15 years or over","Total","6.8",""
"2011","DK02","Sjælland","15 years or over","Total","7.2",""
"2012","DK02","Sjælland","15 years or over","Total","6.4",""
"2013","DK02","Sjælland","15 years or over","Total","6.8",""
"2004","DK03","Syddanmark","15 years or over","Total",":",""
"2005","DK03","Syddanmark","15 years or over","Total",":",""
"2006","DK03","Syddanmark","15 years or over","Total",":",""
"2007","DK03","Syddanmark","15 years or over","Total","3.5",""
"2008","DK03","Syddanmark","15 years or over","Total","3.3",""
"2009","DK03","Syddanmark","15 years or over","Total","6.0",""
"2010","DK03","Syddanmark","15 years or over","Total","7.6",""
"2011","DK03","Syddanmark","15 years or over","Total","7.7",""
"2012","DK03","Syddanmark","15 years or over","Total","7.9",""
"2013","DK03","Syddanmark","15 years or over","Total","7.2",""
"2004","DK04","Midtjylland","15 years or over","Total",":",""
"2005","DK04","Midtjylland","15 years or over","Total",":",""
"2006","DK04","Midtjylland","15 years or over","Total",":",""
"2007","DK04","Midtjylland","15 years or over","Total","3.3",""
"2008","DK04","Midtjylland","15 years or over","Total","3.2",""
"2009","DK04","Midtjylland","15 years or over","Total","5.8",""
"2010","DK04","Midtjylland","15 years or over","Total","7.2",""
"2011","DK04","Midtjylland","15 years or over","Total","6.7",""
"2012","DK04","Midtjylland","15 years or over","Total","6.8",""
"2013","DK04","Midtjylland","15 years or over","Total","6.5",""
"2004","DK05","Nordjylland","15 years or over","Total",":",""
"2005","DK05","Nordjylland","15 years or over","Total",":",""
"2006","DK05","Nordjylland","15 years or over","Total",":",""
"2007","DK05","Nordjylland","15 years or over","Total","4.4",""
"2008","DK05","Nordjylland","15 years or over","Total","3.7",""
"2009","DK05","Nordjylland","15 years or over","Total","6.9",""
"2010","DK05","Nordjylland","15 years or over","Total","7.4",""
"2011","DK05","Nordjylland","15 years or over","Total","8.0",""
"2012","DK05","Nordjylland","15 years or over","Total","7.9",""
"2013","DK05","Nordjylland","15 years or over","Total","6.4",""
"2004","DE11","Stuttgart","15 years or over","Total","6.7",""
"2005","DE11","Stuttgart","15 years or over","Total","7.3",""
"2006","DE11","Stuttgart","15 years or over","Total","6.5",""
"2007","DE11","Stuttgart","15 years or over","Total","5.1",""
"2008","DE11","Stuttgart","15 years or over","Total","4.3",""
"2009","DE11","Stuttgart","15 years or over","Total","5.3",""
"2010","DE11","Stuttgart","15 years or over","Total","5.0",""
"2011","DE11","Stuttgart","15 years or over","Total","3.7",""
"2012","DE11","Stuttgart","15 years or over","Total","3.5",""
"2013","DE11","Stuttgart","15 years or over","Total","3.7",""
"2004","DE12","Karlsruhe","15 years or over","Total","7.0",""
"2005","DE12","Karlsruhe","15 years or over","Total","7.6",""
"2006","DE12","Karlsruhe","15 years or over","Total","7.2",""
"2007","DE12","Karlsruhe","15 years or over","Total","5.5",""
"2008","DE12","Karlsruhe","15 years or over","Total","4.8",""
"2009","DE12","Karlsruhe","15 years or over","Total","5.6",""
"2010","DE12","Karlsruhe","15 years or over","Total","5.3",""
"2011","DE12","Karlsruhe","15 years or over","Total","4.3",""
"2012","DE12","Karlsruhe","15 years or over","Total","4.1",""
"2013","DE12","Karlsruhe","15 years or over","Total","3.6",""
"2004","DE13","Freiburg","15 years or over","Total","6.4",""
"2005","DE13","Freiburg","15 years or over","Total","6.4",""
"2006","DE13","Freiburg","15 years or over","Total","5.5",""
"2007","DE13","Freiburg","15 years or over","Total","4.3",""
"2008","DE13","Freiburg","15 years or over","Total","3.8",""
"2009","DE13","Freiburg","15 years or over","Total","4.4",""
"2010","DE13","Freiburg","15 years or over","Total","4.0",""
"2011","DE13","Freiburg","15 years or over","Total","3.0",""
"2012","DE13","Freiburg","15 years or over","Total","2.9",""
"2013","DE13","Freiburg","15 years or over","Total","2.9",""
"2004","DE14","Tübingen","15 years or over","Total","6.2",""
"2005","DE14","Tübingen","15 years or over","Total","6.8",""
"2006","DE14","Tübingen","15 years or over","Total","5.9",""
"2007","DE14","Tübingen","15 years or over","Total","4.6",""
"2008","DE14","Tübingen","15 years or over","Total","3.8",""
"2009","DE14","Tübingen","15 years or over","Total","5.0",""
"2010","DE14","Tübingen","15 years or over","Total","4.6",""
"2011","DE14","Tübingen","15 years or over","Total","3.2",""
"2012","DE14","Tübingen","15 years or over","Total","2.7",""
"2013","DE14","Tübingen","15 years or over","Total","3.0",""
"2004","DE21","Oberbayern","15 years or over","Total","5.3",""
"2005","DE21","Oberbayern","15 years or over","Total","5.8",""
"2006","DE21","Oberbayern","15 years or over","Total","5.3",""
"2007","DE21","Oberbayern","15 years or over","Total","4.4",""
"2008","DE21","Oberbayern","15 years or over","Total","3.4",""
"2009","DE21","Oberbayern","15 years or over","Total","4.2",""
"2010","DE21","Oberbayern","15 years or over","Total","3.6",""
"2011","DE21","Oberbayern","15 years or over","Total","2.8",""
"2012","DE21","Oberbayern","15 years or over","Total","2.7",""
"2013","DE21","Oberbayern","15 years or over","Total","2.6",""
"2004","DE22","Niederbayern","15 years or over","Total","6.4",""
"2005","DE22","Niederbayern","15 years or over","Total","6.4",""
"2006","DE22","Niederbayern","15 years or over","Total","6.6",""
"2007","DE22","Niederbayern","15 years or over","Total","5.0",""
"2008","DE22","Niederbayern","15 years or over","Total","4.2",""
"2009","DE22","Niederbayern","15 years or over","Total","5.0",""
"2010","DE22","Niederbayern","15 years or over","Total","3.9",""
"2011","DE22","Niederbayern","15 years or over","Total","2.9",""
"2012","DE22","Niederbayern","15 years or over","Total","3.4",""
"2013","DE22","Niederbayern","15 years or over","Total","3.3",""
"2004","DE23","Oberpfalz","15 years or over","Total","6.9",""
"2005","DE23","Oberpfalz","15 years or over","Total","6.5",""
"2006","DE23","Oberpfalz","15 years or over","Total","6.8",""
"2007","DE23","Oberpfalz","15 years or over","Total","5.3",""
"2008","DE23","Oberpfalz","15 years or over","Total","4.2",""
"2009","DE23","Oberpfalz","15 years or over","Total","5.0",""
"2010","DE23","Oberpfalz","15 years or over","Total","4.0",""
"2011","DE23","Oberpfalz","15 years or over","Total","3.4",""
"2012","DE23","Oberpfalz","15 years or over","Total","3.2",""
"2013","DE23","Oberpfalz","15 years or over","Total","3.4",""
"2004","DE24","Oberfranken","15 years or over","Total","10.0",""
"2005","DE24","Oberfranken","15 years or over","Total","10.3",""
"2006","DE24","Oberfranken","15 years or over","Total","9.6",""
"2007","DE24","Oberfranken","15 years or over","Total","7.7",""
"2008","DE24","Oberfranken","15 years or over","Total","6.2",""
"2009","DE24","Oberfranken","15 years or over","Total","6.7",""
"2010","DE24","Oberfranken","15 years or over","Total","6.0",""
"2011","DE24","Oberfranken","15 years or over","Total","4.2",""
"2012","DE24","Oberfranken","15 years or over","Total","3.3",""
"2013","DE24","Oberfranken","15 years or over","Total","4.0",""
"2004","DE25","Mittelfranken","15 years or over","Total","8.5",""
"2005","DE25","Mittelfranken","15 years or over","Total","8.7",""
"2006","DE25","Mittelfranken","15 years or over","Total","7.9",""
"2007","DE25","Mittelfranken","15 years or over","Total","6.7",""
"2008","DE25","Mittelfranken","15 years or over","Total","5.5",""
"2009","DE25","Mittelfranken","15 years or over","Total","6.4",""
"2010","DE25","Mittelfranken","15 years or over","Total","5.6",""
"2011","DE25","Mittelfranken","15 years or over","Total","4.1",""
"2012","DE25","Mittelfranken","15 years or over","Total","3.7",""
"2013","DE25","Mittelfranken","15 years or over","Total","3.1",""
"2004","DE26","Unterfranken","15 years or over","Total","7.4",""
"2005","DE26","Unterfranken","15 years or over","Total","8.2",""
"2006","DE26","Unterfranken","15 years or over","Total","6.3",""
"2007","DE26","Unterfranken","15 years or over","Total","5.8",""
"2008","DE26","Unterfranken","15 years or over","Total","4.4",""
"2009","DE26","Unterfranken","15 years or over","Total","5.7",""
"2010","DE26","Unterfranken","15 years or over","Total","5.2",""
"2011","DE26","Unterfranken","15 years or over","Total","3.5",""
"2012","DE26","Unterfranken","15 years or over","Total","3.5",""
"2013","DE26","Unterfranken","15 years or over","Total","3.3",""
"2004","DE27","Schwaben","15 years or over","Total","6.8",""
"2005","DE27","Schwaben","15 years or over","Total","6.5",""
"2006","DE27","Schwaben","15 years or over","Total","6.2",""
"2007","DE27","Schwaben","15 years or over","Total","5.0",""
"2008","DE27","Schwaben","15 years or over","Total","4.1",""
"2009","DE27","Schwaben","15 years or over","Total","4.7",""
"2010","DE27","Schwaben","15 years or over","Total","4.3",""
"2011","DE27","Schwaben","15 years or over","Total","3.4",""
"2012","DE27","Schwaben","15 years or over","Total","3.2",""
"2013","DE27","Schwaben","15 years or over","Total","3.3",""
"2004","DE30","Berlin","15 years or over","Total","19.1",""
"2005","DE30","Berlin","15 years or over","Total","19.3",""
"2006","DE30","Berlin","15 years or over","Total","18.7",""
"2007","DE30","Berlin","15 years or over","Total","16.4",""
"2008","DE30","Berlin","15 years or over","Total","15.2",""
"2009","DE30","Berlin","15 years or over","Total","13.7",""
"2010","DE30","Berlin","15 years or over","Total","13.2",""
"2011","DE30","Berlin","15 years or over","Total","11.9",""
"2012","DE30","Berlin","15 years or over","Total","10.6",""
"2013","DE30","Berlin","15 years or over","Total","10.6",""
"2004","DE40","Brandenburg","15 years or over","Total","19.2",""
"2005","DE40","Brandenburg","15 years or over","Total","18.2",""
"2006","DE40","Brandenburg","15 years or over","Total","16.6",""
"2007","DE40","Brandenburg","15 years or over","Total","13.8",""
"2008","DE40","Brandenburg","15 years or over","Total","11.5",""
"2009","DE40","Brandenburg","15 years or over","Total","11.3",""
"2010","DE40","Brandenburg","15 years or over","Total","10.0",""
"2011","DE40","Brandenburg","15 years or over","Total","8.8",""
"2012","DE40","Brandenburg","15 years or over","Total","8.3",""
"2013","DE40","Brandenburg","15 years or over","Total","7.4",""
"2004","DE50","Bremen","15 years or over","Total","14.6",""
"2005","DE50","Bremen","15 years or over","Total","16.7",""
"2006","DE50","Bremen","15 years or over","Total","14.4",""
