"TIME","GEO","GEO_LABEL","AGE","SEX","Value","Flag and Footnotes"
"2012","ES11","Galicia","15 years or over","Total","20.7",""
"2013","ES11","Galicia","15 years or over","Total","22.1",""
"2004","ES12","Principado de Asturias","15 years or over","Total","10.4",""
"2005","ES12","Principado de Asturias","15 years or over","Total","10.2",""
"2006","ES12","Principado de Asturias","15 years or over","Total","9.3",""
"2007","ES12","Principado de Asturias","15 years or over","Total","8.5",""
"2008","ES12","Principado de Asturias","15 years or over","Total","8.4",""
"2009","ES12","Principado de Asturias","15 years or over","Total","13.4",""
"2010","ES12","Principado de Asturias","15 years or over","Total","16.0",""
"2011","ES12","Principado de Asturias","15 years or over","Total","17.9",""
"2012","ES12","Principado de Asturias","15 years or over","Total","21.8",""
"2013","ES12","Principado de Asturias","15 years or over","Total","24.1",""
"2004","ES13","Cantabria","15 years or over","Total","10.2",""
"2005","ES13","Cantabria","15 years or over","Total","8.5",""
"2006","ES13","Cantabria","15 years or over","Total","6.6",""
"2007","ES13","Cantabria","15 years or over","Total","5.9",""
"2008","ES13","Cantabria","15 years or over","Total","7.2",""
"2009","ES13","Cantabria","15 years or over","Total","12.0",""
"2010","ES13","Cantabria","15 years or over","Total","13.9",""
"2011","ES13","Cantabria","15 years or over","Total","15.3",""
"2012","ES13","Cantabria","15 years or over","Total","17.7",""
"2013","ES13","Cantabria","15 years or over","Total","20.6",""
"2004","ES21","País Vasco","15 years or over","Total","9.5",""
"2005","ES21","País Vasco","15 years or over","Total","7.3",""
"2006","ES21","País Vasco","15 years or over","Total","7.0",""
"2007","ES21","País Vasco","15 years or over","Total","6.1",""
"2008","ES21","País Vasco","15 years or over","Total","6.4",""
"2009","ES21","País Vasco","15 years or over","Total","11.0",""
"2010","ES21","País Vasco","15 years or over","Total","10.5",""
"2011","ES21","País Vasco","15 years or over","Total","12.0",""
"2012","ES21","País Vasco","15 years or over","Total","14.9",""
"2013","ES21","País Vasco","15 years or over","Total","15.8",""
"2004","ES22","Comunidad Foral de Navarra","15 years or over","Total","5.4",""
"2005","ES22","Comunidad Foral de Navarra","15 years or over","Total","5.6",""
"2006","ES22","Comunidad Foral de Navarra","15 years or over","Total","5.3",""
"2007","ES22","Comunidad Foral de Navarra","15 years or over","Total","4.8",""
"2008","ES22","Comunidad Foral de Navarra","15 years or over","Total","6.7",""
"2009","ES22","Comunidad Foral de Navarra","15 years or over","Total","10.9",""
"2010","ES22","Comunidad Foral de Navarra","15 years or over","Total","11.8",""
"2011","ES22","Comunidad Foral de Navarra","15 years or over","Total","12.9",""
"2012","ES22","Comunidad Foral de Navarra","15 years or over","Total","16.2",""
"2013","ES22","Comunidad Foral de Navarra","15 years or over","Total","18.1",""
"2004","ES23","La Rioja","15 years or over","Total","4.9","u"
"2005","ES23","La Rioja","15 years or over","Total","6.2",""
"2006","ES23","La Rioja","15 years or over","Total","6.2",""
"2007","ES23","La Rioja","15 years or over","Total","5.7",""
"2008","ES23","La Rioja","15 years or over","Total","7.8",""
"2009","ES23","La Rioja","15 years or over","Total","12.8",""
"2010","ES23","La Rioja","15 years or over","Total","14.3",""
"2011","ES23","La Rioja","15 years or over","Total","17.0",""
"2012","ES23","La Rioja","15 years or over","Total","20.5",""
"2013","ES23","La Rioja","15 years or over","Total","19.9",""
"2004","ES24","Aragón","15 years or over","Total","5.5",""
"2005","ES24","Aragón","15 years or over","Total","5.8",""
"2006","ES24","Aragón","15 years or over","Total","5.5",""
"2007","ES24","Aragón","15 years or over","Total","5.2",""
"2008","ES24","Aragón","15 years or over","Total","7.1",""
"2009","ES24","Aragón","15 years or over","Total","12.8",""
"2010","ES24","Aragón","15 years or over","Total","14.8",""
"2011","ES24","Aragón","15 years or over","Total","17.1",""
"2012","ES24","Aragón","15 years or over","Total","18.6",""
"2013","ES24","Aragón","15 years or over","Total","21.3",""
"2004","ES30","Comunidad de Madrid","15 years or over","Total","6.8",""
"2005","ES30","Comunidad de Madrid","15 years or over","Total","6.8",""
"2006","ES30","Comunidad de Madrid","15 years or over","Total","6.4",""
"2007","ES30","Comunidad de Madrid","15 years or over","Total","6.3",""
"2008","ES30","Comunidad de Madrid","15 years or over","Total","8.7",""
"2009","ES30","Comunidad de Madrid","15 years or over","Total","14.0",""
"2010","ES30","Comunidad de Madrid","15 years or over","Total","16.1",""
"2011","ES30","Comunidad de Madrid","15 years or over","Total","16.7",""
"2012","ES30","Comunidad de Madrid","15 years or over","Total","19.0",""
"2013","ES30","Comunidad de Madrid","15 years or over","Total","20.2",""
"2004","ES41","Castilla y León","15 years or over","Total","10.9",""
"2005","ES41","Castilla y León","15 years or over","Total","8.7",""
"2006","ES41","Castilla y León","15 years or over","Total","8.1",""
"2007","ES41","Castilla y León","15 years or over","Total","7.2",""
"2008","ES41","Castilla y León","15 years or over","Total","9.5",""
"2009","ES41","Castilla y León","15 years or over","Total","13.8",""
"2010","ES41","Castilla y León","15 years or over","Total","15.8",""
"2011","ES41","Castilla y León","15 years or over","Total","16.7",""
"2012","ES41","Castilla y León","15 years or over","Total","19.7",""
"2013","ES41","Castilla y León","15 years or over","Total","21.7",""
"2004","ES42","Castilla-la Mancha","15 years or over","Total","8.9",""
"2005","ES42","Castilla-la Mancha","15 years or over","Total","9.2",""
"2006","ES42","Castilla-la Mancha","15 years or over","Total","8.8",""
"2007","ES42","Castilla-la Mancha","15 years or over","Total","7.6",""
"2008","ES42","Castilla-la Mancha","15 years or over","Total","11.6",""
"2009","ES42","Castilla-la Mancha","15 years or over","Total","18.8",""
"2010","ES42","Castilla-la Mancha","15 years or over","Total","21.0",""
"2011","ES42","Castilla-la Mancha","15 years or over","Total","22.9",""
"2012","ES42","Castilla-la Mancha","15 years or over","Total","28.5",""
"2013","ES42","Castilla-la Mancha","15 years or over","Total","30.1",""
"2004","ES43","Extremadura","15 years or over","Total","17.9",""
"2005","ES43","Extremadura","15 years or over","Total","15.8",""
"2006","ES43","Extremadura","15 years or over","Total","13.4",""
"2007","ES43","Extremadura","15 years or over","Total","13.1",""
"2008","ES43","Extremadura","15 years or over","Total","15.2",""
"2009","ES43","Extremadura","15 years or over","Total","20.5",""
"2010","ES43","Extremadura","15 years or over","Total","23.0",""
"2011","ES43","Extremadura","15 years or over","Total","25.1",""
"2012","ES43","Extremadura","15 years or over","Total","33.0",""
"2013","ES43","Extremadura","15 years or over","Total","33.7",""
"2004","ES51","Cataluña","15 years or over","Total","9.7",""
"2005","ES51","Cataluña","15 years or over","Total","7.0",""
"2006","ES51","Cataluña","15 years or over","Total","6.6",""
"2007","ES51","Cataluña","15 years or over","Total","6.5",""
"2008","ES51","Cataluña","15 years or over","Total","9.0",""
"2009","ES51","Cataluña","15 years or over","Total","16.2",""
"2010","ES51","Cataluña","15 years or over","Total","17.8",""
"2011","ES51","Cataluña","15 years or over","Total","19.2",""
"2012","ES51","Cataluña","15 years or over","Total","22.6",""
"2013","ES51","Cataluña","15 years or over","Total","23.4",""
"2004","ES52","Comunidad Valenciana","15 years or over","Total","10.2",""
"2005","ES52","Comunidad Valenciana","15 years or over","Total","8.8",""
"2006","ES52","Comunidad Valenciana","15 years or over","Total","8.4",""
"2007","ES52","Comunidad Valenciana","15 years or over","Total","8.8",""
"2008","ES52","Comunidad Valenciana","15 years or over","Total","12.1",""
"2009","ES52","Comunidad Valenciana","15 years or over","Total","21.2",""
"2010","ES52","Comunidad Valenciana","15 years or over","Total","23.3",""
"2011","ES52","Comunidad Valenciana","15 years or over","Total","24.5",""
"2012","ES52","Comunidad Valenciana","15 years or over","Total","27.7",""
"2013","ES52","Comunidad Valenciana","15 years or over","Total","28.6",""
"2004","ES53","Illes Balears","15 years or over","Total","9.1",""
"2005","ES53","Illes Balears","15 years or over","Total","7.2",""
"2006","ES53","Illes Balears","15 years or over","Total","6.5",""
"2007","ES53","Illes Balears","15 years or over","Total","7.0",""
"2008","ES53","Illes Balears","15 years or over","Total","10.2",""
"2009","ES53","Illes Balears","15 years or over","Total","18.0",""
"2010","ES53","Illes Balears","15 years or over","Total","20.4",""
"2011","ES53","Illes Balears","15 years or over","Total","21.9",""
"2012","ES53","Illes Balears","15 years or over","Total","23.2",""
"2013","ES53","Illes Balears","15 years or over","Total","22.3",""
"2004","ES61","Andalucía","15 years or over","Total","17.4",""
"2005","ES61","Andalucía","15 years or over","Total","13.8",""
"2006","ES61","Andalucía","15 years or over","Total","12.7",""
"2007","ES61","Andalucía","15 years or over","Total","12.8",""
"2008","ES61","Andalucía","15 years or over","Total","17.8",""
"2009","ES61","Andalucía","15 years or over","Total","25.4",""
"2010","ES61","Andalucía","15 years or over","Total","28.0",""
"2011","ES61","Andalucía","15 years or over","Total","30.4",""
"2012","ES61","Andalucía","15 years or over","Total","34.6",""
"2013","ES61","Andalucía","15 years or over","Total","36.3",""
"2004","ES62","Región de Murcia","15 years or over","Total","10.8",""
"2005","ES62","Región de Murcia","15 years or over","Total","8.0",""
"2006","ES62","Región de Murcia","15 years or over","Total","7.9",""
"2007","ES62","Región de Murcia","15 years or over","Total","7.6",""
"2008","ES62","Región de Murcia","15 years or over","Total","12.6",""
"2009","ES62","Región de Murcia","15 years or over","Total","20.7",""
"2010","ES62","Región de Murcia","15 years or over","Total","23.4",""
"2011","ES62","Región de Murcia","15 years or over","Total","25.4",""
"2012","ES62","Región de Murcia","15 years or over","Total","27.9",""
"2013","ES62","Región de Murcia","15 years or over","Total","29.4",""
"2004","ES63","Ciudad Autónoma de Ceuta (ES)","15 years or over","Total","14.0","u"
"2005","ES63","Ciudad Autónoma de Ceuta (ES)","15 years or over","Total","19.7",""
"2006","ES63","Ciudad Autónoma de Ceuta (ES)","15 years or over","Total","21.0",""
"2007","ES63","Ciudad Autónoma de Ceuta (ES)","15 years or over","Total","20.3",""
"2008","ES63","Ciudad Autónoma de Ceuta (ES)","15 years or over","Total","17.3",""
"2009","ES63","Ciudad Autónoma de Ceuta (ES)","15 years or over","Total","18.9",""
"2010","ES63","Ciudad Autónoma de Ceuta (ES)","15 years or over","Total","24.1",""
"2011","ES63","Ciudad Autónoma de Ceuta (ES)","15 years or over","Total","29.3",""
"2012","ES63","Ciudad Autónoma de Ceuta (ES)","15 years or over","Total","38.5",""
"2013","ES63","Ciudad Autónoma de Ceuta (ES)","15 years or over","Total","35.6",""
"2004","ES64","Ciudad Autónoma de Melilla (ES)","15 years or over","Total","16.6","u"
"2005","ES64","Ciudad Autónoma de Melilla (ES)","15 years or over","Total","14.0","u"
"2006","ES64","Ciudad Autónoma de Melilla (ES)","15 years or over","Total","13.4","u"
"2007","ES64","Ciudad Autónoma de Melilla (ES)","15 years or over","Total","18.2",""
"2008","ES64","Ciudad Autónoma de Melilla (ES)","15 years or over","Total","20.7",""
"2009","ES64","Ciudad Autónoma de Melilla (ES)","15 years or over","Total","24.2",""
"2010","ES64","Ciudad Autónoma de Melilla (ES)","15 years or over","Total","23.7",""
"2011","ES64","Ciudad Autónoma de Melilla (ES)","15 years or over","Total","24.4",""
"2012","ES64","Ciudad Autónoma de Melilla (ES)","15 years or over","Total","28.6",""
"2013","ES64","Ciudad Autónoma de Melilla (ES)","15 years or over","Total","34.4",""
"2004","ES70","Canarias (ES)","15 years or over","Total","12.8",""
"2005","ES70","Canarias (ES)","15 years or over","Total","11.7",""
"2006","ES70","Canarias (ES)","15 years or over","Total","11.7",""
"2007","ES70","Canarias (ES)","15 years or over","Total","10.4",""
"2008","ES70","Canarias (ES)","15 years or over","Total","17.4",""
"2009","ES70","Canarias (ES)","15 years or over","Total","26.2",""
"2010","ES70","Canarias (ES)","15 years or over","Total","28.7",""
"2011","ES70","Canarias (ES)","15 years or over","Total","29.7",""
"2012","ES70","Canarias (ES)","15 years or over","Total","33.0",""
"2013","ES70","Canarias (ES)","15 years or over","Total","34.1",""
"2004","FR10","Île de France","15 years or over","Total","8.8",""
"2005","FR10","Île de France","15 years or over","Total","9.0",""
"2006","FR10","Île de France","15 years or over","Total","8.9",""
"2007","FR10","Île de France","15 years or over","Total","8.2",""
"2008","FR10","Île de France","15 years or over","Total","7.2",""
"2009","FR10","Île de France","15 years or over","Total","8.4",""
"2010","FR10","Île de France","15 years or over","Total","8.9",""
"2011","FR10","Île de France","15 years or over","Total","8.6",""
"2012","FR10","Île de France","15 years or over","Total","8.5",""
"2013","FR10","Île de France","15 years or over","Total","8.9",""
"2004","FR21","Champagne-Ardenne","15 years or over","Total","9.5","u"
"2005","FR21","Champagne-Ardenne","15 years or over","Total","10.1",""
"2006","FR21","Champagne-Ardenne","15 years or over","Total","7.1",""
"2007","FR21","Champagne-Ardenne","15 years or over","Total","8.4",""
"2008","FR21","Champagne-Ardenne","15 years or over","Total","7.9",""
"2009","FR21","Champagne-Ardenne","15 years or over","Total","9.7",""
"2010","FR21","Champagne-Ardenne","15 years or over","Total","9.6",""
"2011","FR21","Champagne-Ardenne","15 years or over","Total","10.7",""
"2012","FR21","Champagne-Ardenne","15 years or over","Total","11.2",""
"2013","FR21","Champagne-Ardenne","15 years or over","Total","10.4",""
"2004","FR22","Picardie","15 years or over","Total","10.7",""
"2005","FR22","Picardie","15 years or over","Total","10.7",""
"2006","FR22","Picardie","15 years or over","Total","10.7",""
"2007","FR22","Picardie","15 years or over","Total","10.2",""
"2008","FR22","Picardie","15 years or over","Total","7.5",""
"2009","FR22","Picardie","15 years or over","Total","10.8",""
"2010","FR22","Picardie","15 years or over","Total","12.1",""
"2011","FR22","Picardie","15 years or over","Total","9.4",""
"2012","FR22","Picardie","15 years or over","Total","11.1",""
"2013","FR22","Picardie","15 years or over","Total","11.4",""
"2004","FR23","Haute-Normandie","15 years or over","Total","9.2",""
"2005","FR23","Haute-Normandie","15 years or over","Total","8.0",""
"2006","FR23","Haute-Normandie","15 years or over","Total","9.2",""
"2007","FR23","Haute-Normandie","15 years or over","Total","9.0",""
"2008","FR23","Haute-Normandie","15 years or over","Total","8.8",""
"2009","FR23","Haute-Normandie","15 years or over","Total","10.5",""
"2010","FR23","Haute-Normandie","15 years or over","Total","10.1",""
"2011","FR23","Haute-Normandie","15 years or over","Total","9.4",""
"2012","FR23","Haute-Normandie","15 years or over","Total","11.5",""
"2013","FR23","Haute-Normandie","15 years or over","Total","11.6",""
"2004","FR24","Centre (FR)","15 years or over","Total","7.8",""
"2005","FR24","Centre (FR)","15 years or over","Total","7.1",""
"2006","FR24","Centre (FR)","15 years or over","Total","7.2",""
"2007","FR24","Centre (FR)","15 years or over","Total","6.1",""
"2008","FR24","Centre (FR)","15 years or over","Total","5.8",""
"2009","FR24","Centre (FR)","15 years or over","Total","7.0",""
"2010","FR24","Centre (FR)","15 years or over","Total","7.3",""
"2011","FR24","Centre (FR)","15 years or over","Total","8.7",""
"2012","FR24","Centre (FR)","15 years or over","Total","11.2",""
"2013","FR24","Centre (FR)","15 years or over","Total","10.6",""
"2004","FR25","Basse-Normandie","15 years or over","Total","8.9","u"
"2005","FR25","Basse-Normandie","15 years or over","Total","8.0",""
"2006","FR25","Basse-Normandie","15 years or over","Total","7.5",""
"2007","FR25","Basse-Normandie","15 years or over","Total","5.8",""
"2008","FR25","Basse-Normandie","15 years or over","Total","6.7",""
"2009","FR25","Basse-Normandie","15 years or over","Total","7.3",""
"2010","FR25","Basse-Normandie","15 years or over","Total","8.6",""
"2011","FR25","Basse-Normandie","15 years or over","Total","9.6",""
"2012","FR25","Basse-Normandie","15 years or over","Total","9.2",""
"2013","FR25","Basse-Normandie","15 years or over","Total","9.1",""
"2004","FR26","Bourgogne","15 years or over","Total","8.9","u"
"2005","FR26","Bourgogne","15 years or over","Total","7.5",""
"2006","FR26","Bourgogne","15 years or over","Total","8.8",""
"2007","FR26","Bourgogne","15 years or over","Total","7.0",""
"2008","FR26","Bourgogne","15 years or over","Total","6.7",""
"2009","FR26","Bourgogne","15 years or over","Total","8.2",""
"2010","FR26","Bourgogne","15 years or over","Total","9.5",""
"2011","FR26","Bourgogne","15 years or over","Total","9.3",""
"2012","FR26","Bourgogne","15 years or over","Total","9.3",""
"2013","FR26","Bourgogne","15 years or over","Total","10.5",""
"2004","FR30","Nord - Pas-de-Calais","15 years or over","Total","12.7",""
"2005","FR30","Nord - Pas-de-Calais","15 years or over","Total","13.4",""
"2006","FR30","Nord - Pas-de-Calais","15 years or over","Total","12.5",""
"2007","FR30","Nord - Pas-de-Calais","15 years or over","Total","11.8",""
"2008","FR30","Nord - Pas-de-Calais","15 years or over","Total","11.5",""
"2009","FR30","Nord - Pas-de-Calais","15 years or over","Total","13.6",""
"2010","FR30","Nord - Pas-de-Calais","15 years or over","Total","13.1",""
"2011","FR30","Nord - Pas-de-Calais","15 years or over","Total","12.8",""
"2012","FR30","Nord - Pas-de-Calais","15 years or over","Total","13.6",""
"2013","FR30","Nord - Pas-de-Calais","15 years or over","Total","14.7",""
"2004","FR41","Lorraine","15 years or over","Total","12.6",""
"2005","FR41","Lorraine","15 years or over","Total","10.3",""
"2006","FR41","Lorraine","15 years or over","Total","9.9",""
"2007","FR41","Lorraine","15 years or over","Total","7.8",""
"2008","FR41","Lorraine","15 years or over","Total","8.5",""
"2009","FR41","Lorraine","15 years or over","Total","11.6",""
"2010","FR41","Lorraine","15 years or over","Total","9.8",""
"2011","FR41","Lorraine","15 years or over","Total","10.4",""
"2012","FR41","Lorraine","15 years or over","Total","12.2",""
"2013","FR41","Lorraine","15 years or over","Total","12.2",""
"2004","FR42","Alsace","15 years or over","Total","8.6",""
"2005","FR42","Alsace","15 years or over","Total","7.1",""
"2006","FR42","Alsace","15 years or over","Total","6.6",""
"2007","FR42","Alsace","15 years or over","Total","6.2",""
"2008","FR42","Alsace","15 years or over","Total","6.2",""
"2009","FR42","Alsace","15 years or over","Total","8.6",""
"2010","FR42","Alsace","15 years or over","Total","8.4",""
"2011","FR42","Alsace","15 years or over","Total","7.7",""
"2012","FR42","Alsace","15 years or over","Total","8.8",""
"2013","FR42","Alsace","15 years or over","Total","9.7",""
"2004","FR43","Franche-Comté","15 years or over","Total","7.9","u"
"2005","FR43","Franche-Comté","15 years or over","Total","7.4",""
"2006","FR43","Franche-Comté","15 years or over","Total","7.9",""
"2007","FR43","Franche-Comté","15 years or over","Total","7.4",""
"2008","FR43","Franche-Comté","15 years or over","Total","7.2",""
"2009","FR43","Franche-Comté","15 years or over","Total","9.2",""
"2010","FR43","Franche-Comté","15 years or over","Total","8.7",""
"2011","FR43","Franche-Comté","15 years or over","Total","8.3",""
"2012","FR43","Franche-Comté","15 years or over","Total","9.4",""
"2013","FR43","Franche-Comté","15 years or over","Total","9.5",""
"2004","FR51","Pays de la Loire","15 years or over","Total","8.1",""
"2005","FR51","Pays de la Loire","15 years or over","Total","7.5",""
"2006","FR51","Pays de la Loire","15 years or over","Total","7.1",""
"2007","FR51","Pays de la Loire","15 years or over","Total","6.2",""
"2008","FR51","Pays de la Loire","15 years or over","Total","6.4",""
"2009","FR51","Pays de la Loire","15 years or over","Total","8.0",""
"2010","FR51","Pays de la Loire","15 years or over","Total","8.9",""
"2011","FR51","Pays de la Loire","15 years or over","Total","8.8",""
"2012","FR51","Pays de la Loire","15 years or over","Total","8.8",""
"2013","FR51","Pays de la Loire","15 years or over","Total","8.8",""
"2004","FR52","Bretagne","15 years or over","Total","6.4",""
"2005","FR52","Bretagne","15 years or over","Total","7.1",""
"2006","FR52","Bretagne","15 years or over","Total","7.7",""
"2007","FR52","Bretagne","15 years or over","Total","6.9",""
"2008","FR52","Bretagne","15 years or over","Total","5.4",""
"2009","FR52","Bretagne","15 years or over","Total","5.9",""
"2010","FR52","Bretagne","15 years or over","Total","7.2",""
"2011","FR52","Bretagne","15 years or over","Total","7.4",""
"2012","FR52","Bretagne","15 years or over","Total","8.4",""
"2013","FR52","Bretagne","15 years or over","Total","8.0",""
"2004","FR53","Poitou-Charentes","15 years or over","Total","8.2","u"
"2005","FR53","Poitou-Charentes","15 years or over","Total","8.8",""
"2006","FR53","Poitou-Charentes","15 years or over","Total","8.1",""
"2007","FR53","Poitou-Charentes","15 years or over","Total","6.9",""
"2008","FR53","Poitou-Charentes","15 years or over","Total","7.3",""
"2009","FR53","Poitou-Charentes","15 years or over","Total","8.8",""
"2010","FR53","Poitou-Charentes","15 years or over","Total","8.1",""
"2011","FR53","Poitou-Charentes","15 years or over","Total","8.4",""
"2012","FR53","Poitou-Charentes","15 years or over","Total","8.7",""
"2013","FR53","Poitou-Charentes","15 years or over","Total","9.9",""
"2004","FR61","Aquitaine","15 years or over","Total","11.0",""
"2005","FR61","Aquitaine","15 years or over","Total","7.6",""
"2006","FR61","Aquitaine","15 years or over","Total","7.9",""
"2007","FR61","Aquitaine","15 years or over","Total","7.3",""
"2008","FR61","Aquitaine","15 years or over","Total","7.4",""
"2009","FR61","Aquitaine","15 years or over","Total","8.7",""
"2010","FR61","Aquitaine","15 years or over","Total","8.5",""
"2011","FR61","Aquitaine","15 years or over","Total","9.3",""
"2012","FR61","Aquitaine","15 years or over","Total","10.0",""
"2013","FR61","Aquitaine","15 years or over","Total","8.9",""
"2004","FR62","Midi-Pyrénées","15 years or over","Total","6.3",""
"2005","FR62","Midi-Pyrénées","15 years or over","Total","7.0",""
"2006","FR62","Midi-Pyrénées","15 years or over","Total","8.3",""
"2007","FR62","Midi-Pyrénées","15 years or over","Total","8.2",""
"2008","FR62","Midi-Pyrénées","15 years or over","Total","6.4",""
"2009","FR62","Midi-Pyrénées","15 years or over","Total","9.2",""
"2010","FR62","Midi-Pyrénées","15 years or over","Total","8.3",""
"2011","FR62","Midi-Pyrénées","15 years or over","Total","8.5",""
"2012","FR62","Midi-Pyrénées","15 years or over","Total","8.8",""
"2013","FR62","Midi-Pyrénées","15 years or over","Total","8.6",""
"2004","FR63","Limousin","15 years or over","Total",":","u"
"2005","FR63","Limousin","15 years or over","Total","6.5",""
"2006","FR63","Limousin","15 years or over","Total","6.1",""
"2007","FR63","Limousin","15 years or over","Total","7.1",""
"2008","FR63","Limousin","15 years or over","Total","5.7",""
"2009","FR63","Limousin","15 years or over","Total","6.5",""
"2010","FR63","Limousin","15 years or over","Total","7.4",""
"2011","FR63","Limousin","15 years or over","Total","7.9",""
"2012","FR63","Limousin","15 years or over","Total","7.2",""
"2013","FR63","Limousin","15 years or over","Total","6.9",""
"2004","FR71","Rhône-Alpes","15 years or over","Total","8.5",""
"2005","FR71","Rhône-Alpes","15 years or over","Total","8.2",""
"2006","FR71","Rhône-Alpes","15 years or over","Total","7.7",""
"2007","FR71","Rhône-Alpes","15 years or over","Total","6.6",""
"2008","FR71","Rhône-Alpes","15 years or over","Total","6.6",""
"2009","FR71","Rhône-Alpes","15 years or over","Total","8.7",""
"2010","FR71","Rhône-Alpes","15 years or over","Total","8.5",""
"2011","FR71","Rhône-Alpes","15 years or over","Total","8.0",""
"2012","FR71","Rhône-Alpes","15 years or over","Total","8.4",""
"2013","FR71","Rhône-Alpes","15 years or over","Total","8.4",""
"2004","FR72","Auvergne","15 years or over","Total","8.3","u"
"2005","FR72","Auvergne","15 years or over","Total","7.5",""
"2006","FR72","Auvergne","15 years or over","Total","7.6",""
"2007","FR72","Auvergne","15 years or over","Total","8.7",""
"2008","FR72","Auvergne","15 years or over","Total","6.7",""
"2009","FR72","Auvergne","15 years or over","Total","7.7",""
"2010","FR72","Auvergne","15 years or over","Total","7.4",""
"2011","FR72","Auvergne","15 years or over","Total","8.7",""
"2012","FR72","Auvergne","15 years or over","Total","10.5",""
"2013","FR72","Auvergne","15 years or over","Total","8.9",""
"2004","FR81","Languedoc-Roussillon","15 years or over","Total","11.3",""
"2005","FR81","Languedoc-Roussillon","15 years or over","Total","12.0",""
"2006","FR81","Languedoc-Roussillon","15 years or over","Total","11.4",""
"2007","FR81","Languedoc-Roussillon","15 years or over","Total","10.6",""
"2008","FR81","Languedoc-Roussillon","15 years or over","Total","9.8",""
"2009","FR81","Languedoc-Roussillon","15 years or over","Total","14.1",""
"2010","FR81","Languedoc-Roussillon","15 years or over","Total","14.4",""
"2011","FR81","Languedoc-Roussillon","15 years or over","Total","12.5",""
"2012","FR81","Languedoc-Roussillon","15 years or over","Total","15.6",""
"2013","FR81","Languedoc-Roussillon","15 years or over","Total","12.9",""
"2004","FR82","Provence-Alpes-Côte d'Azur","15 years or over","Total","10.2",""
"2005","FR82","Provence-Alpes-Côte d'Azur","15 years or over","Total","10.5",""
"2006","FR82","Provence-Alpes-Côte d'Azur","15 years or over","Total","11.5",""
"2007","FR82","Provence-Alpes-Côte d'Azur","15 years or over","Total","9.4",""
"2008","FR82","Provence-Alpes-Côte d'Azur","15 years or over","Total","8.2",""
"2009","FR82","Provence-Alpes-Côte d'Azur","15 years or over","Total","9.5",""
"2010","FR82","Provence-Alpes-Côte d'Azur","15 years or over","Total","10.2",""
"2011","FR82","Provence-Alpes-Côte d'Azur","15 years or over","Total","10.2",""
"2012","FR82","Provence-Alpes-Côte d'Azur","15 years or over","Total","10.1",""
"2013","FR82","Provence-Alpes-Côte d'Azur","15 years or over","Total","10.8",""
"2004","FR83","Corse","15 years or over","Total",":","u"
"2005","FR83","Corse","15 years or over","Total","11.0","u"
"2006","FR83","Corse","15 years or over","Total","11.0","u"
"2007","FR83","Corse","15 years or over","Total","11.5","u"
"2008","FR83","Corse","15 years or over","Total","8.4","u"
"2009","FR83","Corse","15 years or over","Total","6.9","u"
"2010","FR83","Corse","15 years or over","Total","6.3","u"
"2011","FR83","Corse","15 years or over","Total",":","u"
"2012","FR83","Corse","15 years or over","Total","8.3","u"
"2013","FR83","Corse","15 years or over","Total","12.4","u"
"2004","FR91","Guadeloupe (FR)","15 years or over","Total","25.1",""
"2005","FR91","Guadeloupe (FR)","15 years or over","Total","25.9",""
"2006","FR91","Guadeloupe (FR)","15 years or over","Total","26.9",""
"2007","FR91","Guadeloupe (FR)","15 years or over","Total","22.6",""
"2008","FR91","Guadeloupe (FR)","15 years or over","Total","21.9",""
"2009","FR91","Guadeloupe (FR)","15 years or over","Total","23.4",""
"2010","FR91","Guadeloupe (FR)","15 years or over","Total","23.8",""
"2011","FR91","Guadeloupe (FR)","15 years or over","Total","22.6",""
"2012","FR91","Guadeloupe (FR)","15 years or over","Total","23.0",""
"2013","FR91","Guadeloupe (FR)","15 years or over","Total","26.2",""
"2004","FR92","Martinique (FR)","15 years or over","Total","21.5",""
"2005","FR92","Martinique (FR)","15 years or over","Total","18.7",""
"2006","FR92","Martinique (FR)","15 years or over","Total","24.1",""
"2007","FR92","Martinique (FR)","15 years or over","Total","21.1",""
"2008","FR92","Martinique (FR)","15 years or over","Total","22.3",""
"2009","FR92","Martinique (FR)","15 years or over","Total","21.8",""
"2010","FR92","Martinique (FR)","15 years or over","Total","21.0",""
"2011","FR92","Martinique (FR)","15 years or over","Total","20.8",""
"2012","FR92","Martinique (FR)","15 years or over","Total","21.0",""
"2013","FR92","Martinique (FR)","15 years or over","Total","22.8",""
"2004","FR93","Guyane (FR)","15 years or over","Total","25.7",""
"2005","FR93","Guyane (FR)","15 years or over","Total","24.8",""
"2006","FR93","Guyane (FR)","15 years or over","Total","28.5",""
"2007","FR93","Guyane (FR)","15 years or over","Total","20.1",""
"2008","FR93","Guyane (FR)","15 years or over","Total","21.4",""
"2009","FR93","Guyane (FR)","15 years or over","Total","20.2",""
"2010","FR93","Guyane (FR)","15 years or over","Total","21.0",""
"2011","FR93","Guyane (FR)","15 years or over","Total","21.0",""
"2012","FR93","Guyane (FR)","15 years or over","Total","22.3",""
"2013","FR93","Guyane (FR)","15 years or over","Total","21.3",""
"2004","FR94","Réunion (FR)","15 years or over","Total","32.8",""
"2005","FR94","Réunion (FR)","15 years or over","Total","30.1",""
"2006","FR94","Réunion (FR)","15 years or over","Total","28.3",""
"2007","FR94","Réunion (FR)","15 years or over","Total","24.1",""
